uf,nome_cientifico,subespecie,nome_cientifico_subsp,categoria,subsp_tf
PA,Abapeba echinus,NA,Abapeba echinus,VU,FALSE
ES,Abrawayaomys ruschii,NA,Abrawayaomys ruschii,CR,FALSE
MG,Abrawayaomys ruschii,NA,Abrawayaomys ruschii,VU,FALSE
BA,Aburria jacutinga,NA,Aburria jacutinga,EW,FALSE
Brasil,Aburria jacutinga,NA,Aburria jacutinga,EN,FALSE
MG,Aburria jacutinga,NA,Aburria jacutinga,CR,FALSE
SP,Aburria jacutinga,NA,Aburria jacutinga,CR,FALSE
RJ,Acanthagrion taxaense,NA,Acanthagrion taxaense,EW,FALSE
MG,Accipiter poliogaster,NA,Accipiter poliogaster,CR,FALSE
RJ,Accipiter poliogaster,NA,Accipiter poliogaster,VU,FALSE
SP,Accipiter poliogaster,NA,Accipiter poliogaster,VU,FALSE
ES,Acentronichthys leptos,NA,Acentronichthys leptos,EN,FALSE
RJ,Acentronichthys leptos,NA,Acentronichthys leptos,VU,FALSE
SP,Acherontides eleonorae,NA,Acherontides eleonorae,EN,FALSE
BA,Acratosaura spinosa,NA,Acratosaura spinosa,EN,FALSE
BA,Acrobatornis fonsecai,NA,Acrobatornis fonsecai,VU,FALSE
Brasil,Acrobatornis fonsecai,NA,Acrobatornis fonsecai,VU,FALSE
MG,Acrobatornis fonsecai,NA,Acrobatornis fonsecai,CR,FALSE
SP,Actinote morio,NA,Actinote morio,CR,FALSE
MG,Actinote quadra,NA,Actinote quadra,EN,FALSE
SP,Actinote quadra,NA,Actinote quadra,VU,FALSE
SP,Actinote zikani,NA,Actinote zikani,CR,FALSE
SP,Adelomelon beckii,NA,Adelomelon beckii,VU,FALSE
Brasil,Adelophryne maranguapensis,NA,Adelophryne maranguapensis,VU,FALSE
SP,Adelopoma paulistanum,NA,Adelopoma paulistanum,EN,FALSE
SP,Aegla cavernicola,NA,Aegla cavernicola,CR,FALSE
SP,Aegla charon,NA,Aegla charon,CR,FALSE
SP,Aegla franca,NA,Aegla franca,CR,FALSE
SP,Aegla japi,NA,Aegla japi,VU,FALSE
SP,Aegla jaragua,NA,Aegla jaragua,CR,FALSE
SP,Aegla jundiai,NA,Aegla jundiai,VU,FALSE
SP,Aegla leptochela,NA,Aegla leptochela,CR,FALSE
SP,Aegla microphthalma,NA,Aegla microphthalma,CR,FALSE
SP,Aegla paulensis,NA,Aegla paulensis,VU,FALSE
SP,Aegla perobae,NA,Aegla perobae,CR,FALSE
SP,Aegla rosanae,NA,Aegla rosanae,CR,FALSE
SP,Aegla strinatii,NA,Aegla strinatii,VU,FALSE
SP,Aegla vanini,NA,Aegla vanini,VU,FALSE
PA,Agacephala margaridae,NA,Agacephala margaridae,VU,FALSE
Brasil,Agalychnis granulosa,NA,Agalychnis granulosa,VU,FALSE
SP,Agelaia centralis,NA,Agelaia centralis,CR,FALSE
PA,Agrias amydon,NA,Agrias amydon,EN,FALSE
PA,Agrias claudina,NA,Agrias claudina,EN,FALSE
SP,Agrias claudina,godmani,Agrias claudina godmani,EN,TRUE
PA,Agrias hewitsonius,NA,Agrias hewitsonius,EN,FALSE
PA,Agrias narcissus,NA,Agrias narcissus,EN,FALSE
PA,Aguarunichthys tocantinsensis,NA,Aguarunichthys tocantinsensis,VU,FALSE
Brasil,Akodon mystax,NA,Akodon mystax,VU,FALSE
Brasil,Alectrurus tricolor,NA,Alectrurus tricolor,VU,FALSE
MG,Alectrurus tricolor,NA,Alectrurus tricolor,EN,FALSE
SP,Alectrurus tricolor,NA,Alectrurus tricolor,CR,FALSE
BA,Alexandresaurus camacan,NA,Alexandresaurus camacan,VU,FALSE
SP,Aliger costatus,NA,Aliger costatus,VU,FALSE
SP,Alipiopsitta xanthops,NA,Alipiopsitta xanthops,VU,FALSE
Brasil,Allobates brunneus,NA,Allobates brunneus,CR,FALSE
Brasil,Allobates goianus,NA,Allobates goianus,EN,FALSE
Brasil,Allobates olfersioides,NA,Allobates olfersioides,VU,FALSE
SP,Alopias vulpinus,NA,Alopias vulpinus,VU,FALSE
Brasil,Alouatta belzebul,NA,Alouatta belzebul,VU,FALSE
BA,Alouatta caraya,NA,Alouatta caraya,EN,FALSE
SP,Alouatta caraya,NA,Alouatta caraya,EN,FALSE
Brasil,Alouatta discolor,NA,Alouatta discolor,VU,FALSE
BA,Alouatta guariba,guariba,Alouatta guariba guariba,CR,TRUE
Brasil,Alouatta guariba,clamitans,Alouatta guariba clamitans,VU,TRUE
Brasil,Alouatta guariba,guariba,Alouatta guariba guariba,CR,TRUE
MG,Alouatta guariba,clamitans,Alouatta guariba clamitans,VU,TRUE
MG,Alouatta guariba,guariba,Alouatta guariba guariba,CR,TRUE
SP,Alouatta guariba,clamitans,Alouatta guariba clamitans,EN,TRUE
Brasil,Alouatta ululata,NA,Alouatta ululata,EN,FALSE
Brasil,Amadonastur lacernulatus,NA,Amadonastur lacernulatus,VU,FALSE
SP,Amadonastur lacernulatus,NA,Amadonastur lacernulatus,VU,FALSE
MG,Amaurospiza moesta,NA,Amaurospiza moesta,VU,FALSE
RJ,Amaurospiza moesta,NA,Amaurospiza moesta,VU,FALSE
SP,Amaurospiza moesta,NA,Amaurospiza moesta,VU,FALSE
SP,Amazona brasiliensis,NA,Amazona brasiliensis,VU,FALSE
BA,Amazona farinosa,NA,Amazona farinosa,VU,FALSE
MG,Amazona farinosa,NA,Amazona farinosa,CR,FALSE
RJ,Amazona farinosa,NA,Amazona farinosa,VU,FALSE
SP,Amazona farinosa,NA,Amazona farinosa,CR,FALSE
PA,Amazona ochrocephala,xantholaema,Amazona ochrocephala xantholaema,VU,TRUE
Brasil,Amazona pretrei,NA,Amazona pretrei,VU,FALSE
BA,Amazona rhodocorytha,NA,Amazona rhodocorytha,EN,FALSE
Brasil,Amazona rhodocorytha,NA,Amazona rhodocorytha,VU,FALSE
ES,Amazona rhodocorytha,NA,Amazona rhodocorytha,CR,FALSE
MG,Amazona rhodocorytha,NA,Amazona rhodocorytha,EN,FALSE
RJ,Amazona rhodocorytha,NA,Amazona rhodocorytha,VU,FALSE
BA,Amazona vinacea,NA,Amazona vinacea,CR,FALSE
Brasil,Amazona vinacea,NA,Amazona vinacea,VU,FALSE
ES,Amazona vinacea,NA,Amazona vinacea,CR,FALSE
MG,Amazona vinacea,NA,Amazona vinacea,VU,FALSE
RJ,Amazona vinacea,NA,Amazona vinacea,VU,FALSE
SP,Amazona vinacea,NA,Amazona vinacea,CR,FALSE
Brasil,Ameiva parecis,NA,Ameiva parecis,EN,FALSE
BA,Ameivula abaetensis,NA,Ameivula abaetensis,EN,FALSE
Brasil,Ameivula abaetensis,NA,Ameivula abaetensis,EN,FALSE
BA,Ameivula cyanura,NA,Ameivula cyanura,EN,FALSE
Brasil,Ameivula littoralis,NA,Ameivula littoralis,EN,FALSE
BA,Ameivula mumbuca,NA,Ameivula mumbuca,VU,FALSE
BA,Ameivula nativo,NA,Ameivula nativo,EN,FALSE
Brasil,Ameivula nativo,NA,Ameivula nativo,EN,FALSE
BA,Ameivula sp.n.1,NA,Ameivula sp.n.1,CR,FALSE
Brasil,Amphisbaena arda,NA,Amphisbaena arda,EN,FALSE
BA,Amphisbaena frontalis,NA,Amphisbaena frontalis,VU,FALSE
Brasil,Amphisbaena frontalis,NA,Amphisbaena frontalis,EN,FALSE
BA,Amphisbaena hastata,NA,Amphisbaena hastata,VU,FALSE
BA,Amphisbaena nigricauda,NA,Amphisbaena nigricauda,EN,FALSE
Brasil,Amphisbaena nigricauda,NA,Amphisbaena nigricauda,EN,FALSE
SP,Amphisbaena sanctaeritae,NA,Amphisbaena sanctaeritae,VU,FALSE
Brasil,Amphisbaena supernumeraria,NA,Amphisbaena supernumeraria,EN,FALSE
Brasil,Amphisbaena uroxena,NA,Amphisbaena uroxena,EN,FALSE
SP,Anacroneuria iporanga,NA,Anacroneuria iporanga,EN,FALSE
PA,Anapis discoidalis,NA,Anapis discoidalis,VU,FALSE
SP,Angiopolybia pallens,NA,Angiopolybia pallens,VU,FALSE
RJ,Anhinga anhinga,NA,Anhinga anhinga,VU,FALSE
SP,Anillidris bruchi,NA,Anillidris bruchi,VU,FALSE
PA,Anodontites elongatus,NA,Anodontites elongatus,VU,FALSE
PA,Anodontites ensiformis,NA,Anodontites ensiformis,VU,FALSE
PA,Anodontites soleniformis,NA,Anodontites soleniformis,VU,FALSE
SP,Anodontites soleniformis,NA,Anodontites soleniformis,VU,FALSE
SP,Anodontites tenebricosus,NA,Anodontites tenebricosus,VU,FALSE
PA,Anodontites trapesialis,NA,Anodontites trapesialis,VU,FALSE
SP,Anodontites trapesialis,NA,Anodontites trapesialis,VU,FALSE
SP,Anodontites trapezeus,NA,Anodontites trapezeus,VU,FALSE
BA,Anodorhynchus hyacinthinus,NA,Anodorhynchus hyacinthinus,EN,FALSE
MG,Anodorhynchus hyacinthinus,NA,Anodorhynchus hyacinthinus,CR,FALSE
PA,Anodorhynchus hyacinthinus,NA,Anodorhynchus hyacinthinus,VU,FALSE
BA,Anodorhynchus leari,NA,Anodorhynchus leari,EN,FALSE
Brasil,Anodorhynchus leari,NA,Anodorhynchus leari,EN,FALSE
SP,Anolis meridionalis,NA,Anolis meridionalis,EN,FALSE
PA,Anolis nitens,brasiliensis,Anolis nitens brasiliensis,VU,TRUE
SP,Anolis punctatus,NA,Anolis punctatus,VU,FALSE
BA,Anotosaura collaris,NA,Anotosaura collaris,CR,FALSE
Brasil,Anthus nattereri,NA,Anthus nattereri,VU,FALSE
MG,Anthus nattereri,NA,Anthus nattereri,EN,FALSE
SP,Anthus nattereri,NA,Anthus nattereri,EW,FALSE
Brasil,Antilophia bokermanni,NA,Antilophia bokermanni,CR,FALSE
SP,Antrostomus sericocaudatus,sericocaudatus,Antrostomus sericocaudatus sericocaudatus,CR,TRUE
BA,Aparasphenodon arapapa,NA,Aparasphenodon arapapa,EN,FALSE
Brasil,Aparasphenodon pomba,NA,Aparasphenodon pomba,CR,FALSE
BA,Apostolepis arenaria,NA,Apostolepis arenaria,EN,FALSE
Brasil,Apostolepis arenaria,NA,Apostolepis arenaria,EN,FALSE
PA,Apostolepis flavotorquata,NA,Apostolepis flavotorquata,VU,FALSE
BA,Apostolepis gaboi,NA,Apostolepis gaboi,EN,FALSE
Brasil,Apostolepis gaboi,NA,Apostolepis gaboi,EN,FALSE
Brasil,Apostolepis quirogai,NA,Apostolepis quirogai,EN,FALSE
Brasil,Apostolepis serrana,NA,Apostolepis serrana,EN,FALSE
Brasil,Apostolepis striata,NA,Apostolepis striata,EN,FALSE
SP,Apteronotus acidops,NA,Apteronotus acidops,EN,FALSE
SP,Apterostigma acre,NA,Apterostigma acre,VU,FALSE
MG,Ara ararauna,NA,Ara ararauna,VU,FALSE
RJ,Ara ararauna,NA,Ara ararauna,EW,FALSE
SP,Ara ararauna,NA,Ara ararauna,VU,FALSE
RJ,Ara chloroptera,NA,Ara chloroptera,EW,FALSE
BA,Ara chloropterus,NA,Ara chloropterus,EN,FALSE
MG,Ara chloropterus,NA,Ara chloropterus,CR,FALSE
SP,Ara chloropterus,NA,Ara chloropterus,CR,FALSE
SP,Aramides cajaneus,avicenniae,Aramides cajaneus avicenniae,VU,TRUE
SP,Aramides mangle,NA,Aramides mangle,VU,FALSE
RJ,Aratinga auricapilla,NA,Aratinga auricapilla,VU,FALSE
ES,Aratinga auricapillus,NA,Aratinga auricapillus,VU,FALSE
PA,Aratinga pintoi,NA,Aratinga pintoi,VU,FALSE
Brasil,Aratinga solstitialis,NA,Aratinga solstitialis,EN,FALSE
RJ,Aratus pisonii,NA,Aratus pisonii,VU,FALSE
ES,Arawacus aethesa,NA,Arawacus aethesa,VU,FALSE
MG,Arawacus aethesa,NA,Arawacus aethesa,EN,FALSE
SP,Arhysoceble picta,NA,Arhysoceble picta,VU,FALSE
Brasil,Arremonops conirostris,NA,Arremonops conirostris,VU,FALSE
SP,Arrhopalites alambariensis,NA,Arrhopalites alambariensis,CR,FALSE
SP,Arrhopalites amorimi,NA,Arrhopalites amorimi,CR,FALSE
SP,Arrhopalites gnaspinii,NA,Arrhopalites gnaspinii,CR,FALSE
SP,Arrhopalites heteroculatus,NA,Arrhopalites heteroculatus,CR,FALSE
SP,Arrhopalites lawrencei,NA,Arrhopalites lawrencei,CR,FALSE
RJ,Artibeus cinereus,NA,Artibeus cinereus,VU,FALSE
SP,Ascidia santosi,NA,Ascidia santosi,EW,FALSE
BA,Aspronema dorsivittatum,NA,Aspronema dorsivittatum,EN,FALSE
SP,Asterina stellifera,NA,Asterina stellifera,VU,FALSE
Brasil,Asthenes hudsoni,NA,Asthenes hudsoni,VU,FALSE
SP,Asthenes moreirae,NA,Asthenes moreirae,EN,FALSE
Brasil,Ateles belzebuth,NA,Ateles belzebuth,VU,FALSE
Brasil,Ateles chamek,NA,Ateles chamek,VU,FALSE
Brasil,Ateles marginatus,NA,Ateles marginatus,EN,FALSE
PA,Ateles marginatus,NA,Ateles marginatus,VU,FALSE
Brasil,Atelocynus microtis,NA,Atelocynus microtis,VU,FALSE
SP,Atlantoraja castelnaui,NA,Atlantoraja castelnaui,EN,FALSE
SP,Atlantoraja cyclophora,NA,Atlantoraja cyclophora,EN,FALSE
SP,Atlantoraja platana,NA,Atlantoraja platana,EN,FALSE
Brasil,Atractus caete,NA,Atractus caete,EN,FALSE
Brasil,Atractus hoogmoedi,NA,Atractus hoogmoedi,EN,FALSE
Brasil,Atractus ronnie,NA,Atractus ronnie,EN,FALSE
Brasil,Atractus serranus,NA,Atractus serranus,VU,FALSE
Brasil,Atractus thalesdelemai,NA,Atractus thalesdelemai,EN,FALSE
ES,Atta robusta,NA,Atta robusta,VU,FALSE
MG,Atticora melanoleuca,NA,Atticora melanoleuca,CR,FALSE
Brasil,Attila spadiceus,uropygiatus,Attila spadiceus uropygiatus,VU,TRUE
ES,Attila spadiceus,NA,Attila spadiceus,VU,FALSE
RJ,Atya gabonensis,NA,Atya gabonensis,EN,FALSE
ES,Atya scabra,NA,Atya scabra,VU,FALSE
RJ,Atya scabra,NA,Atya scabra,VU,FALSE
BA,Augastes lumachella,NA,Augastes lumachella,EN,FALSE
Brasil,Augastes lumachella,NA,Augastes lumachella,EN,FALSE
Brasil,Automolus lammi,NA,Automolus lammi,EN,FALSE
PA,Avicularia ancylochira,NA,Avicularia ancylochira,EN,FALSE
MG,Awaous tajasica,NA,Awaous tajasica,CR,FALSE
SP,Azteca lanuginosa,NA,Azteca lanuginosa,VU,FALSE
SP,Bachia bresslaui,NA,Bachia bresslaui,EN,FALSE
Brasil,Bachia didactyla,NA,Bachia didactyla,EN,FALSE
Brasil,Bachia psamophila,NA,Bachia psamophila,CR,FALSE
RJ,Baetodes itatiaianus,NA,Baetodes itatiaianus,VU,FALSE
SP,Bagre marinus,NA,Bagre marinus,VU,FALSE
BA,Balaenoptera borealis,NA,Balaenoptera borealis,EN,FALSE
Brasil,Balaenoptera borealis,NA,Balaenoptera borealis,EN,FALSE
RJ,Balaenoptera borealis,NA,Balaenoptera borealis,VU,FALSE
Brasil,Balaenoptera musculus,NA,Balaenoptera musculus,CR,FALSE
RJ,Balaenoptera musculus,NA,Balaenoptera musculus,EN,FALSE
SP,Balaenoptera musculus,NA,Balaenoptera musculus,CR,FALSE
BA,Balaenoptera physalus,NA,Balaenoptera physalus,EN,FALSE
Brasil,Balaenoptera physalus,NA,Balaenoptera physalus,EN,FALSE
PA,Balaenoptera physalus,NA,Balaenoptera physalus,EN,FALSE
RJ,Balaenoptera physalus,NA,Balaenoptera physalus,VU,FALSE
SP,Balaenoptera physalus,NA,Balaenoptera physalus,CR,FALSE
SP,Bartramia longicauda,NA,Bartramia longicauda,VU,FALSE
SP,Basiceros convexiceps,NA,Basiceros convexiceps,VU,FALSE
SP,Benthana iporangensis,NA,Benthana iporangensis,VU,FALSE
MG,Biatas nigropectus,NA,Biatas nigropectus,CR,FALSE
SP,Biatas nigropectus,NA,Biatas nigropectus,VU,FALSE
SP,Bittacus diversinervis,NA,Bittacus diversinervis,VU,FALSE
SP,Bittacus flavescens,NA,Bittacus flavescens,VU,FALSE
RJ,Blarinomys breviceps,NA,Blarinomys breviceps,EW,FALSE
Brasil,Blastocerus dichotomus,NA,Blastocerus dichotomus,VU,FALSE
MG,Blastocerus dichotomus,NA,Blastocerus dichotomus,CR,FALSE
SP,Blastocerus dichotomus,NA,Blastocerus dichotomus,EN,FALSE
Brasil,Bokermannohyla vulcaniae,NA,Bokermannohyla vulcaniae,CR,FALSE
MG,Bokermannohyla vulcaniae,NA,Bokermannohyla vulcaniae,VU,FALSE
Brasil,Bolitoglossa paraensis,NA,Bolitoglossa paraensis,EN,FALSE
PA,Bolitoglossa paraensis,NA,Bolitoglossa paraensis,VU,FALSE
SP,Bopsula evelinae,NA,Bopsula evelinae,VU,FALSE
Brasil,Bothrops alcatraz,NA,Bothrops alcatraz,CR,FALSE
SP,Bothrops alcatraz,NA,Bothrops alcatraz,VU,FALSE
ES,Bothrops bilineata,NA,Bothrops bilineata,VU,FALSE
BA,Bothrops bilineatus,NA,Bothrops bilineatus,VU,FALSE
RJ,Bothrops bilineatus,NA,Bothrops bilineatus,EW,FALSE
SP,Bothrops cotiara,NA,Bothrops cotiara,EN,FALSE
SP,Bothrops diporus,NA,Bothrops diporus,EN,FALSE
Brasil,Bothrops insularis,NA,Bothrops insularis,CR,FALSE
SP,Bothrops insularis,NA,Bothrops insularis,CR,FALSE
MG,Bothrops itapetiningae,NA,Bothrops itapetiningae,VU,FALSE
SP,Bothrops itapetiningae,NA,Bothrops itapetiningae,EN,FALSE
BA,Bothrops jararacussu,NA,Bothrops jararacussu,EN,FALSE
Brasil,Bothrops muriciensis,NA,Bothrops muriciensis,EN,FALSE
Brasil,Bothrops otavioi,NA,Bothrops otavioi,CR,FALSE
SP,Bothrops otavioi,NA,Bothrops otavioi,CR,FALSE
BA,Bothrops pirajai,NA,Bothrops pirajai,EN,FALSE
Brasil,Bothrops pirajai,NA,Bothrops pirajai,EN,FALSE
Brasil,Brachycephalus pernix,NA,Brachycephalus pernix,CR,FALSE
MG,Brachygalba lugubris,melanosterna,Brachygalba lugubris melanosterna,CR,TRUE
SP,Brachygalba lugubris,melanosterna,Brachygalba lugubris melanosterna,CR,TRUE
SP,Brachyhypopomus jureiae,NA,Brachyhypopomus jureiae,EN,FALSE
SP,Brachymyrmex brasiliensis,NA,Brachymyrmex brasiliensis,VU,FALSE
SP,Brachymyrmex delabiei,NA,Brachymyrmex delabiei,VU,FALSE
SP,Brachymyrmex micromegas,NA,Brachymyrmex micromegas,VU,FALSE
Brasil,Brachyteles arachnoides,NA,Brachyteles arachnoides,EN,FALSE
RJ,Brachyteles arachnoides,NA,Brachyteles arachnoides,CR,FALSE
SP,Brachyteles arachnoides,NA,Brachyteles arachnoides,EN,FALSE
BA,Brachyteles hypoxanthus,NA,Brachyteles hypoxanthus,CR,FALSE
Brasil,Brachyteles hypoxanthus,NA,Brachyteles hypoxanthus,CR,FALSE
ES,Brachyteles hypoxanthus,NA,Brachyteles hypoxanthus,CR,FALSE
MG,Brachyteles hypoxanthus,NA,Brachyteles hypoxanthus,EN,FALSE
BA,Bradypus torquatus,NA,Bradypus torquatus,VU,FALSE
Brasil,Bradypus torquatus,NA,Bradypus torquatus,VU,FALSE
ES,Bradypus torquatus,NA,Bradypus torquatus,EN,FALSE
RJ,Bradypus torquatus,NA,Bradypus torquatus,CR,FALSE
MG,Branchinecta ferrolimneta,NA,Branchinecta ferrolimneta,VU,FALSE
SP,Brasiliogomphus uniseries,NA,Brasiliogomphus uniseries,CR,FALSE
Brasil,Brasiliscincus caissara,NA,Brasiliscincus caissara,EN,FALSE
ES,Brycon devillei,NA,Brycon devillei,CR,FALSE
MG,Brycon devillei,NA,Brycon devillei,CR,FALSE
ES,Brycon ferox,NA,Brycon ferox,CR,FALSE
ES,Brycon insignis,NA,Brycon insignis,CR,FALSE
MG,Brycon insignis,NA,Brycon insignis,CR,FALSE
SP,Brycon insignis,NA,Brycon insignis,CR,FALSE
MG,Brycon nattereri,NA,Brycon nattereri,EN,FALSE
SP,Brycon nattereri,NA,Brycon nattereri,CR,FALSE
MG,Brycon opalinus,NA,Brycon opalinus,CR,FALSE
SP,Brycon opalinus,NA,Brycon opalinus,EN,FALSE
MG,Brycon orbignyanus,NA,Brycon orbignyanus,CR,FALSE
SP,Brycon orbignyanus,NA,Brycon orbignyanus,CR,FALSE
MG,Brycon vermelha,NA,Brycon vermelha,CR,FALSE
SP,Bunocephalus larai,NA,Bunocephalus larai,VU,FALSE
RJ,Busarellus nigricollis,NA,Busarellus nigricollis,VU,FALSE
SP,Buteogallus aequinoctialis,NA,Buteogallus aequinoctialis,EW,FALSE
BA,Caaeteboia amarali,NA,Caaeteboia amarali,EN,FALSE
Brasil,Cacajao hosomi,NA,Cacajao hosomi,EN,FALSE
SP,Caenoptychia boulleti,NA,Caenoptychia boulleti,CR,FALSE
RJ,Caimam latirostris,NA,Caimam latirostris,EN,FALSE
RJ,Cairina moschata,NA,Cairina moschata,VU,FALSE
Brasil,Calamodontophis paucidens,NA,Calamodontophis paucidens,EN,FALSE
Brasil,Calamodontophis ronaldoi,NA,Calamodontophis ronaldoi,EN,FALSE
Brasil,Calidris canutus,NA,Calidris canutus,CR,FALSE
SP,Calidris canutus,rufa,Calidris canutus rufa,CR,TRUE
Brasil,Calidris pusilla,NA,Calidris pusilla,EN,FALSE
