uf,nome_cientifico,subespecie,nome_cientifico_subsp,categoria,subsp_tf,sinonimo_ou_erro
Brasil,Calyptommatus leiolepis,NA,Calyptommatus leiolepis,EN,FALSE,NA
BA,Calyptommatus nicterus,NA,Calyptommatus nicterus,EN,FALSE,NA
Brasil,Calyptommatus nicterus,NA,Calyptommatus nicterus,EN,FALSE,NA
BA,Calyptommatus sinebrachiatus,NA,Calyptommatus sinebrachiatus,VU,FALSE,NA
Brasil,Calyptommatus sinebrachiatus,NA,Calyptommatus sinebrachiatus,EN,FALSE,NA
Brasil,Calyptura cristata,NA,Calyptura cristata,CR(PEX),FALSE,NA
SC,Campellolebias brucei,NA,Campellolebias brucei,CR,FALSE,NA
SC,Campellolebias chrysolineatus,NA,Campellolebias chrysolineatus,CR,FALSE,NA
SP,Campellolebias dorsimaculatus,NA,Campellolebias dorsimaculatus,CR,FALSE,NA
SP,Campellolebias intermedius,NA,Campellolebias intermedius,CR,FALSE,NA
BA,Campephilus robustus,NA,Campephilus robustus,VU,FALSE,NA
SP,Camponotus lutzi,NA,Camponotus lutzi,VU,FALSE,NA
Brasil,Campylorhamphus cardosoi,NA,Campylorhamphus cardosoi,VU,FALSE,NA
Brasil,Campylorhamphus multostriatus,NA,Campylorhamphus multostriatus,VU,FALSE,NA
Brasil,Campylorhamphus trochilirostris,trochilirostris,Campylorhamphus trochilirostris trochilirostris,EN,TRUE,NA
SP,Campylorhamphus trochilirostris,major,Campylorhamphus trochilirostris major,EN,TRUE,NA
MG,Campylorhynchus turdinus,NA,Campylorhynchus turdinus,CR,FALSE,NA
Brasil,Capito dayi,NA,Capito dayi,VU,FALSE,NA
ES,Caprimulgus hirundinaceus,NA,Caprimulgus hirundinaceus,CR,FALSE,NA
MG,Caranx latus,NA,Caranx latus,CR,FALSE,NA
SC,Carcharhimus longimanus,NA,Carcharhimus longimanus,VU,FALSE,NA
ES,Carcharhinus longimanus,NA,Carcharhinus longimanus,VU,FALSE,NA
PA,Carcharhinus longimanus,NA,Carcharhinus longimanus,VU,FALSE,NA
ES,Carcharhinus porosus,NA,Carcharhinus porosus,VU,FALSE,NA
PA,Carcharhinus porosus,NA,Carcharhinus porosus,VU,FALSE,NA
ES,Carcharhinus signatus,NA,Carcharhinus signatus,VU,FALSE,NA
SC,Carcharias taurus,NA,Carcharias taurus,CR,FALSE,NA
SP,Carcharias taurus,NA,Carcharias taurus,CR,FALSE,NA
PA,Carcharinus signatus,NA,Carcharinus signatus,VU,FALSE,NA
ES,Carcharodon carcharias,NA,Carcharodon carcharias,VU,FALSE,NA
SP,Carcharodon carcharias,NA,Carcharodon carcharias,VU,FALSE,NA
ES,Cardisoma guanhumi,NA,Cardisoma guanhumi,VU,FALSE,NA
RJ,Cardisoma guanhumi,NA,Cardisoma guanhumi,EN,FALSE,NA
SC,Cardisoma guanhumi,NA,Cardisoma guanhumi,VU,FALSE,NA
SP,Carebara brasiliana,NA,Carebara brasiliana,VU,FALSE,NA
BA,Caretta caretta,NA,Caretta caretta,EN,FALSE,NA
Brasil,Caretta caretta,NA,Caretta caretta,EN,FALSE,NA
ES,Caretta caretta,NA,Caretta caretta,VU,FALSE,NA
RJ,Caretta caretta,NA,Caretta caretta,VU,FALSE,NA
SC,Caretta caretta,NA,Caretta caretta,EN,FALSE,NA
SP,Caretta caretta,NA,Caretta caretta,EN,FALSE,NA
ES,Carollia brevicauda,NA,Carollia brevicauda,VU,FALSE,NA
MG,Carpornis cucullata,NA,Carpornis cucullata,EN,FALSE,NA
Brasil,Carpornis melanocephala,NA,Carpornis melanocephala,VU,FALSE,NA
ES,Carpornis melanocephala,NA,Carpornis melanocephala,VU,FALSE,NA
MG,Carpornis melanocephala,NA,Carpornis melanocephala,CR,FALSE,NA
SC,Carpornis melanocephala,NA,Carpornis melanocephala,EN,FALSE,NA
SP,Carpornis melanocephala,NA,Carpornis melanocephala,VU,FALSE,NA
RJ,Carpornis melanocephalus,NA,Carpornis melanocephalus,VU,FALSE,NA
MG,Carterodon sulcidens,NA,Carterodon sulcidens,EN,FALSE,NA
Brasil,Caryothraustes canadensis,frontalis,Caryothraustes canadensis frontalis,EN,TRUE,NA
MG,Castoraeschna margarethae,NA,Castoraeschna margarethae,EN,FALSE,NA
Brasil,Cavia intermedia,NA,Cavia intermedia,CR,FALSE,NA
SC,Cavia intermedia,NA,Cavia intermedia,CR,FALSE,NA
Brasil,Cebus kaapori,NA,Cebus kaapori,CR,FALSE,NA
PA,Cebus kaapori,NA,Cebus kaapori,CR,FALSE,NA
ES,Sapajus robustus,NA,Sapajus robustus,VU,FALSE,Cebus robustus
MG,Sapajus robustus,NA,Sapajus robustus,EN,FALSE,Cebus robustus
MG,Sapajus xanthosternos,NA,Sapajus xanthosternos,CR,FALSE,Cebus xanthosternos
Brasil,Celaetycheus mungunza,NA,Celaetycheus mungunza,CR,FALSE,NA
BA,Celeus flavus,NA,Celeus flavus,EN,FALSE,NA
Brasil,Celeus flavus,subflavus,Celeus flavus subflavus,CR,TRUE,NA
ES,Celeus flavus,NA,Celeus flavus,CR,FALSE,NA
MG,Celeus flavus,NA,Celeus flavus,CR,FALSE,NA
SP,Celeus galeatus,NA,Celeus galeatus,EN,FALSE,NA
Brasil,Celeus obrieni,NA,Celeus obrieni,VU,FALSE,NA
Brasil,Celeus torquatus,pieteroyensi,Celeus torquatus pieteroyensi,EN,TRUE,NA
Brasil,Celeus torquatus,tinnunculus,Celeus torquatus tinnunculus,VU,TRUE,NA
ES,Celeus torquatus,NA,Celeus torquatus,CR,FALSE,NA
MG,Celeus torquatus,tinnunculus,Celeus torquatus tinnunculus,CR,TRUE,NA
PA,Celeus torquatus,pieteroyensi,Celeus torquatus pieteroyensi,EN,TRUE,NA
MG,Centropomus parallelus,NA,Centropomus parallelus,CR,FALSE,NA
MG,Centropomus undecimalis,NA,Centropomus undecimalis,CR,FALSE,NA
SP,Centropyge aurantonotus,NA,Centropyge aurantonotus,VU,FALSE,NA
SP,Cephalotrigona capitata,NA,Cephalotrigona capitata,CR,FALSE,NA
SC,Ceratophrys aurita,NA,Ceratophrys aurita,EN,FALSE,NA
BA,Cercomacra brasiliana,NA,Cercomacra brasiliana,EN,FALSE,NA
Brasil,Cercomacra ferdinandi,NA,Cercomacra ferdinandi,VU,FALSE,NA
PA,Cercomacra ferdinandi,NA,Cercomacra ferdinandi,VU,FALSE,NA
SP,Cercosaura ocellata,NA,Cercosaura ocellata,VU,FALSE,NA
SP,Cercosaura schreibersii,albostrigata,Cercosaura schreibersii albostrigata,EN,TRUE,NA
SC,Ceriantheomorphe brasiliensis,NA,Ceriantheomorphe brasiliensis,EN,FALSE,NA
SP,Ceriantheomorphe brasiliensis,NA,Ceriantheomorphe brasiliensis,EN,FALSE,Cerianthomorphe brasiliensis
Brasil,Cerradomys goytaca,NA,Cerradomys goytaca,EN,FALSE,NA
SP,Cerradomys scotti,NA,Cerradomys scotti,VU,FALSE,NA
ES,Cetorhinus maximus,NA,Cetorhinus maximus,VU,FALSE,NA
SP,Cetorhinus maximus,NA,Cetorhinus maximus,CR,FALSE,NA
BA,Chaetomys subspinosus,NA,Chaetomys subspinosus,VU,FALSE,NA
Brasil,Chaetomys subspinosus,NA,Chaetomys subspinosus,VU,FALSE,NA
ES,Chaetomys subspinosus,NA,Chaetomys subspinosus,VU,FALSE,NA
BA,Chamaeza meruloides,NA,Chamaeza meruloides,VU,FALSE,NA
Brasil,Chamaeza nobilis,fulvipectus,Chamaeza nobilis fulvipectus,VU,TRUE,NA
RJ,Characidium alipioi,NA,Characidium alipioi,VU,FALSE,NA
RJ,Characidium grajahuensis,NA,Characidium grajahuensis,CR,FALSE,NA
RJ,Characidium lauroi,NA,Characidium lauroi,VU,FALSE,NA
BA,Charadrius wilsonia,NA,Charadrius wilsonia,EN,FALSE,NA
Brasil,Charadrius wilsonia,NA,Charadrius wilsonia,VU,FALSE,NA
SP,Charadrius wilsonia,wilsonia,Charadrius wilsonia wilsonia,VU,TRUE,NA
Brasil,Charinus acaraje,NA,Charinus acaraje,VU,FALSE,NA
Brasil,Charinus asturius,NA,Charinus asturius,EN,FALSE,NA
Brasil,Charinus eleonorae,NA,Charinus eleonorae,CR,FALSE,NA
MG,Charinus eleonorae,NA,Charinus eleonorae,VU,FALSE,NA
Brasil,Charinus potiguar,NA,Charinus potiguar,VU,FALSE,NA
Brasil,Charinus troglobius,NA,Charinus troglobius,CR,FALSE,NA
PA,Charitospiza eucosma,NA,Charitospiza eucosma,VU,FALSE,NA
SP,Charitospiza eucosma,NA,Charitospiza eucosma,EW,FALSE,NA
SP,Charonia lampas,NA,Charonia lampas,VU,FALSE,NA
MG,Charonias theano,theano,Charonias theano theano,VU,TRUE,NA
SP,Charonias theano,NA,Charonias theano,VU,FALSE,NA
SP,Chartergus metanotalis,NA,Chartergus metanotalis,EN,FALSE,NA
SP,Chasmocranus brachynemus,NA,Chasmocranus brachynemus,EN,FALSE,NA
RJ,Chasmocranus truncatorostris,NA,Chasmocranus truncatorostris,VU,FALSE,NA
RJ,Cheirodon parahybae,NA,Cheirodon parahybae,VU,FALSE,NA
ES,Chelidoptera tenebrosa,NA,Chelidoptera tenebrosa,VU,FALSE,NA
RJ,Chelidoptera tenebrosa,NA,Chelidoptera tenebrosa,EN,FALSE,NA
SP,Chelidoptera tenebrosa,brasiliensis,Chelidoptera tenebrosa brasiliensis,VU,TRUE,NA
BA,Chelonia mydas,NA,Chelonia mydas,VU,FALSE,NA
Brasil,Chelonia mydas,NA,Chelonia mydas,VU,FALSE,NA
ES,Chelonia mydas,NA,Chelonia mydas,VU,FALSE,NA
RJ,Chelonia mydas,NA,Chelonia mydas,VU,FALSE,NA
SC,Chelonia mydas,NA,Chelonia mydas,VU,FALSE,NA
SP,Chelonia mydas,NA,Chelonia mydas,VU,FALSE,NA
Brasil,Chiasmocleis alagoanus,NA,Chiasmocleis alagoanus,EN,FALSE,NA
RJ,Chiroderma doriae,NA,Chiroderma doriae,VU,FALSE,NA
SP,Chiroderma villosum,NA,Chiroderma villosum,VU,FALSE,NA
ES,Chironectes minimus,NA,Chironectes minimus,CR,FALSE,NA
MG,Chironectes minimus,NA,Chironectes minimus,VU,FALSE,NA
SC,Chironectes minimus,NA,Chironectes minimus,VU,FALSE,NA
PA,Chironius flavolineatus,NA,Chironius flavolineatus,VU,FALSE,NA
Brasil,Chiropotes satanas,NA,Chiropotes satanas,CR,FALSE,NA
PA,Chiropotes satanas,NA,Chiropotes satanas,CR,FALSE,NA
Brasil,Chiropotes utahicki,NA,Chiropotes utahicki,VU,FALSE,NA
PA,Chiropotes utahicki,NA,Chiropotes utahicki,VU,FALSE,NA
ES,Chiroxiphia pareola,NA,Chiroxiphia pareola,EN,FALSE,NA
SC,Chloroceryle aenea,NA,Chloroceryle aenea,VU,FALSE,NA
SC,Chloroceryle inda,NA,Chloroceryle inda,EN,FALSE,NA
RJ,Chlorophanes spiza,NA,Chlorophanes spiza,VU,FALSE,NA
ES,Choeroniscus minor,NA,Choeroniscus minor,VU,FALSE,NA
MG,Choeroniscus minor,NA,Choeroniscus minor,EN,FALSE,NA
BA,Chrysocyon brachyurus,NA,Chrysocyon brachyurus,EN,FALSE,NA
Brasil,Chrysocyon brachyurus,NA,Chrysocyon brachyurus,VU,FALSE,NA
MG,Chrysocyon brachyurus,NA,Chrysocyon brachyurus,VU,FALSE,NA
SC,Chrysocyon brachyurus,NA,Chrysocyon brachyurus,CR,FALSE,NA
SP,Chrysocyon brachyurus,NA,Chrysocyon brachyurus,VU,FALSE,NA
SP,Chrysopodes karinae,NA,Chrysopodes karinae,CR,FALSE,NA
ES,Ciccaba huhula,NA,Ciccaba huhula,VU,FALSE,NA
MG,Cichlocolaptes leucophrus,NA,Cichlocolaptes leucophrus,EN,FALSE,NA
BA,Cichlopsis leucogenys,NA,Cichlopsis leucogenys,EN,FALSE,NA
Brasil,Cichlopsis leucogenys,NA,Cichlopsis leucogenys,EN,FALSE,NA
ES,Cichlopsis leucogenys,NA,Cichlopsis leucogenys,EN,FALSE,NA
MG,Cichlopsis leucogenys,NA,Cichlopsis leucogenys,CR,FALSE,NA
ES,Ciconia maguari,NA,Ciconia maguari,CR,FALSE,NA
RJ,Ciconia maguari,NA,Ciconia maguari,VU,FALSE,NA
SP,Ciconia maguari,NA,Ciconia maguari,VU,FALSE,NA
Brasil,Cinclodes espinhacensis,NA,Cinclodes espinhacensis,EN,FALSE,NA
SC,Cinclodes pabsti,NA,Cinclodes pabsti,VU,FALSE,NA
ES,Circus buffoni,NA,Circus buffoni,VU,FALSE,NA
SP,Circus buffoni,NA,Circus buffoni,VU,FALSE,NA
Brasil,Circus cinereus,NA,Circus cinereus,VU,FALSE,NA
SC,Cissopis leverianus,NA,Cissopis leverianus,EN,FALSE,NA
SC,Cistothorus platensis,NA,Cistothorus platensis,CR,FALSE,NA
SP,Cistothorus platensis,polyglottus,Cistothorus platensis polyglottus,EW,TRUE,NA
Brasil,Claravis geoffroyi,NA,Claravis geoffroyi,CR(PEX),FALSE,NA
SP,Claravis geoffroyi,NA,Claravis geoffroyi,EW,FALSE,NA
ES,Claravis godefrida,NA,Claravis godefrida,CR,FALSE,NA
MG,Claravis godefrida,NA,Claravis godefrida,CR,FALSE,NA
RJ,Claravis godefrida,NA,Claravis godefrida,EN,FALSE,NA
SC,Clelia plumbea,NA,Clelia plumbea,EN,FALSE,NA
SP,Clyomys laticeps,NA,Clyomys laticeps,VU,FALSE,NA
SP,Clypearia angustior,NA,Clypearia angustior,CR,FALSE,NA
SC,Cnemidophorus lacertoides,NA,Cnemidophorus lacertoides,EN,FALSE,NA
ES,Cnemidophorus nativo,NA,Cnemidophorus nativo,VU,FALSE,NA
SP,Cnemidophorus ocellifer,NA,Cnemidophorus ocellifer,EN,FALSE,NA
SC,Cnemidophorus vacariensis,NA,Cnemidophorus vacariensis,EN,FALSE,NA
SP,Cnesterodon iguape,NA,Cnesterodon iguape,CR,FALSE,NA
MG,Coarazuphium pains,NA,Coarazuphium pains,VU,FALSE,NA
SP,Cochlearius cochlearius,cochlearius,Cochlearius cochlearius cochlearius,EN,TRUE,NA
Brasil,Coendou speratus,NA,Coendou speratus,EN,FALSE,NA
ES,Coenoptychia boulleti,NA,Coenoptychia boulleti,CR,FALSE,NA
Brasil,Coleodactylus natalensis,NA,Coleodactylus natalensis,EN,FALSE,NA
BA,Colibri delphinae,NA,Colibri delphinae,CR,FALSE,NA
Brasil,Colobodactylus dalcyanus,NA,Colobodactylus dalcyanus,EN,FALSE,NA
PA,Colobosaura modesta,NA,Colobosaura modesta,VU,FALSE,NA
BA,Colobosauroides carvalhoi,NA,Colobosauroides carvalhoi,EN,FALSE,NA
ES,Colostethus capixaba,NA,Colostethus capixaba,CR,FALSE,NA
RJ,Columba speciosa,NA,Columba speciosa,VU,FALSE,NA
Brasil,Columbina cyanopis,NA,Columbina cyanopis,CR(PEX),FALSE,NA
SP,Columbina cyanopis,NA,Columbina cyanopis,EW,FALSE,NA
ES,Condylactis gigantea,NA,Condylactis gigantea,VU,FALSE,NA
RJ,Condylactis gigantea,NA,Condylactis gigantea,EN,FALSE,NA
SC,Conirostrum bicolor,NA,Conirostrum bicolor,VU,FALSE,NA
SP,Conirostrum bicolor,bicolor,Conirostrum bicolor bicolor,VU,TRUE,NA
MG,Conopias trivirgatus,NA,Conopias trivirgatus,CR,FALSE,NA
Brasil,Conopophaga lineata,cearae,Conopophaga lineata cearae,EN,TRUE,NA
Brasil,Conopophaga lineata,lineata,Conopophaga lineata lineata,VU,TRUE,NA
Brasil,Conopophaga melanops,nigrifrons,Conopophaga melanops nigrifrons,VU,TRUE,NA
MG,Conorhynchos conirostris,NA,Conorhynchos conirostris,VU,FALSE,NA
Brasil,Conothraupis mesoleuca,NA,Conothraupis mesoleuca,EN,FALSE,NA
Brasil,Contomastix vacariensis,NA,Contomastix vacariensis,VU,FALSE,NA
MG,Coprophanaeus machadoi,NA,Coprophanaeus machadoi,CR,FALSE,NA
MG,Coprophanaeus punctatus,NA,Coprophanaeus punctatus,CR,FALSE,NA
SP,Coptobrycon bilineatus,NA,Coptobrycon bilineatus,EN,FALSE,NA
Brasil,Corallus cropanii,NA,Corallus cropanii,VU,FALSE,NA
SP,Corallus cropanii,NA,Corallus cropanii,EN,FALSE,NA
Brasil,Coryphaspiza melanotis,NA,Coryphaspiza melanotis,EN,FALSE,NA
MG,Coryphaspiza melanotis,NA,Coryphaspiza melanotis,EN,FALSE,NA
PA,Coryphaspiza melanotis,marajoara,Coryphaspiza melanotis marajoara,VU,TRUE,NA
SP,Coryphaspiza melanotis,melanotis,Coryphaspiza melanotis melanotis,EW,TRUE,NA
Brasil,Coryphistera alaudina,NA,Coryphistera alaudina,CR,FALSE,NA
ES,Corythopis delalandi,NA,Corythopis delalandi,EN,FALSE,NA
SC,Corythopis delalandi,NA,Corythopis delalandi,EN,FALSE,NA
SC,Coscinasterias tenuispina,NA,Coscinasterias tenuispina,VU,FALSE,NA
SP,Coscinasterias tenuispina,NA,Coscinasterias tenuispina,VU,FALSE,NA
BA,Cotinga maculata,NA,Cotinga maculata,VU,FALSE,NA
Brasil,Cotinga maculata,NA,Cotinga maculata,CR,FALSE,NA
ES,Cotinga maculata,NA,Cotinga maculata,CR,FALSE,NA
MG,Cotinga maculata,NA,Cotinga maculata,CR,FALSE,NA
RJ,Cotinga maculata,NA,Cotinga maculata,EW,FALSE,NA
SP,Coturnicops notatus,NA,Coturnicops notatus,CR,FALSE,NA
Brasil,Cranioleuca muelleri,NA,Cranioleuca muelleri,VU,FALSE,NA
SC,Crassostrea brasiliana,NA,Crassostrea brasiliana,VU,FALSE,NA
RJ,Crassostrea rhizophorae,NA,Crassostrea rhizophorae,EN,FALSE,NA
ES,Crax blumenbachii,NA,Crax blumenbachii,CR,FALSE,NA
BA,Crax blumenbachii,NA,Crax blumenbachii,CR,FALSE,NA
Brasil,Crax blumenbachii,NA,Crax blumenbachii,CR,FALSE,NA
MG,Crax blumenbachii,NA,Crax blumenbachii,CR,FALSE,NA
RJ,Crax blumenbachii,NA,Crax blumenbachii,EW,FALSE,Crax blumembachii
Brasil,Crax fasciolata,pinima,Crax fasciolata pinima,CR,TRUE,NA
MG,Crax fasciolata,NA,Crax fasciolata,EN,FALSE,NA
PA,Crax fasciolata,pinima,Crax fasciolata pinima,EN,TRUE,NA
SP,Crax fasciolata,fasciolata,Crax fasciolata fasciolata,CR,TRUE,NA
Brasil,Crax globulosa,NA,Crax globulosa,EN,FALSE,NA
PA,Crenicichla cyclostoma,NA,Crenicichla cyclostoma,CR,FALSE,NA
SC,Crenicichla empheres,NA,Crenicichla empheres,VU,FALSE,NA
SC,Crenicichla empheres,NA,Crenicichla empheres,VU,FALSE,NA
PA,Crenicichla jegui,NA,Crenicichla jegui,CR,FALSE,NA
MG,Crenicichla jupiaensis,NA,Crenicichla jupiaensis,EN,FALSE,NA
SP,Crenicichla jupiaensis,NA,Crenicichla jupiaensis,EN,FALSE,NA
MG,Crenicichla mucuryna,NA,Crenicichla mucuryna,EN,FALSE,NA
SP,Crossodactylus boulengeri,NA,Crossodactylus boulengeri,EW,FALSE,NA
Brasil,Crossodactylus dantei,NA,Crossodactylus dantei,EN,FALSE,NA
SP,Crossodactylus dispar,NA,Crossodactylus dispar,EW,FALSE,NA
Brasil,Crossodactylus lutzorum,NA,Crossodactylus lutzorum,CR,FALSE,NA
SC,Crossodactylus schmidti,NA,Crossodactylus schmidti,CR,FALSE,NA
SC,Crotophaga major,NA,Crotophaga major,VU,FALSE,NA
BA,Crypturellus noctivagus,NA,Crypturellus noctivagus,VU,FALSE,NA
Brasil,Crypturellus noctivagus,noctivagus,Crypturellus noctivagus noctivagus,VU,TRUE,NA
Brasil,Crypturellus noctivagus,zabele,Crypturellus noctivagus zabele,VU,TRUE,NA
ES,Crypturellus noctivagus,NA,Crypturellus noctivagus,CR,FALSE,NA
MG,Crypturellus noctivagus,noctivagus,Crypturellus noctivagus noctivagus,EN,TRUE,NA
RJ,Crypturellus noctivagus,NA,Crypturellus noctivagus,EW,FALSE,NA
SC,Crypturellus noctivagus,NA,Crypturellus noctivagus,EN,FALSE,NA
SP,Crypturellus noctivagus,noctivagus,Crypturellus noctivagus noctivagus,EN,TRUE,NA
SP,Crypturellus undulatus,vermiculatus,Crypturellus undulatus vermiculatus,VU,TRUE,NA
ES,Crypturellus variegatus,NA,Crypturellus variegatus,EN,FALSE,NA
MG,Crypturellus variegatus,NA,Crypturellus variegatus,EN,FALSE,NA
RJ,Crypturellus variegatus,NA,Crypturellus variegatus,CR,FALSE,NA
Brasil,Ctenomys bicolor,NA,Ctenomys bicolor,EN,FALSE,NA
Brasil,Ctenomys flamarioni,NA,Ctenomys flamarioni,EN,FALSE,NA
Brasil,Ctenomys lami,NA,Ctenomys lami,EN,FALSE,NA
Brasil,Ctenomys minutus,NA,Ctenomys minutus,VU,FALSE,NA
SC,Ctenomys minutus,NA,Ctenomys minutus,EN,FALSE,NA
BA,Culicivora caudacuta,NA,Culicivora caudacuta,VU,FALSE,NA
MG,Culicivora caudacuta,NA,Culicivora caudacuta,VU,FALSE,NA
SC,Culicivora caudacuta,NA,Culicivora caudacuta,CR,FALSE,NA
SP,Culicivora caudacuta,NA,Culicivora caudacuta,CR,FALSE,NA
RJ,Cuniculus paca,NA,Cuniculus paca,VU,FALSE,Agouti paca
SC,Cuniculus paca,NA,Cuniculus paca,VU,FALSE,Agouti paca
Brasil,Curaeus forbesi,NA,Curaeus forbesi,VU,FALSE,NA
MG,Curaeus forbesi,NA,Curaeus forbesi,CR,FALSE,NA
Brasil,Cyanocorax hafferi,NA,Cyanocorax hafferi,VU,FALSE,NA
SP,Cyanogomphus comparabilis,NA,Cyanogomphus comparabilis,CR,FALSE,NA
MG,Cyanophrys bertha,NA,Cyanophrys bertha,VU,FALSE,NA
SC,Cyanophrys bertha,NA,Cyanophrys bertha,EN,FALSE,NA
BA,Cyanopsitta spixii,NA,Cyanopsitta spixii,CR(PEW),FALSE,NA
Brasil,Cyanopsitta spixii,NA,Cyanopsitta spixii,CR(PEW),FALSE,NA
Brasil,Cycloramphus diringshofeni,NA,Cycloramphus diringshofeni,CR,FALSE,NA
Brasil,Cycloramphus faustoi,NA,Cycloramphus faustoi,CR,FALSE,NA
SP,Cycloramphus faustoi,NA,Cycloramphus faustoi,CR,FALSE,NA
ES,Cycloramphus fulginosus,NA,Cycloramphus fulginosus,CR,FALSE,NA
Brasil,Cycloramphus ohausi,NA,Cycloramphus ohausi,EN,FALSE,NA
SC,Cycloramphus valae,NA,Cycloramphus valae,CR,FALSE,NA
SP,Cylindromyrmex longiceps,NA,Cylindromyrmex longiceps,VU,FALSE,NA
SP,Cyphomyrmex vallensis,NA,Cyphomyrmex vallensis,VU,FALSE,NA
SP,Cypsnagra hirundinacea,hirundinacea,Cypsnagra hirundinacea hirundinacea,EN,TRUE,NA
SP,Cyrtopleura costata,NA,Cyrtopleura costata,VU,FALSE,NA
Brasil,Dactyloa nasofrontalis,NA,Dactyloa nasofrontalis,VU,FALSE,NA
Brasil,Dactyloa pseudotigrina,NA,Dactyloa pseudotigrina,VU,FALSE,NA
PA,Dasyatis colarensis,NA,Dasyatis colarensis,VU,FALSE,NA
MG,Dasyophthalma geraensis,NA,Dasyophthalma geraensis,VU,FALSE,NA
SP,Dasyophthalma geraensis,NA,Dasyophthalma geraensis,CR,FALSE,NA
ES,Dasyophthalma vertebralis,NA,Dasyophthalma vertebralis,CR,FALSE,NA
MG,Dasyophthalma vertebralis,NA,Dasyophthalma vertebralis,CR,FALSE,NA
ES,Dasyprocta aguti,NA,Dasyprocta aguti,VU,FALSE,NA
MG,Dasyprocta prymnolopha,NA,Dasyprocta prymnolopha,VU,FALSE,NA
PA,Deconychura longicauda,zimmeri,Deconychura longicauda zimmeri,VU,TRUE,NA
MG,Deltochilum elevatum,NA,Deltochilum elevatum,VU,FALSE,NA
MG,Delturus parahybae,NA,Delturus parahybae,CR,FALSE,NA
Brasil,Dendrexetastes rufigula,paraensis,Dendrexetastes rufigula paraensis,EN,TRUE,NA
PA,Dendrexetastes rufigula,paraensis,Dendrexetastes rufigula paraensis,EN,TRUE,NA
Brasil,Dendrocincla merula,badia,Dendrocincla merula badia,VU,TRUE,NA
PA,Dendrocincla merula,badia,Dendrocincla merula badia,EN,TRUE,NA
Brasil,Dendrocincla taunayi,NA,Dendrocincla taunayi,EN,FALSE,NA
PA,Dendrocolaptes certhia,medius,Dendrocolaptes certhia medius,EN,TRUE,NA
Brasil,Dendrocolaptes medius,NA,Dendrocolaptes medius,VU,FALSE,NA
Brasil,Dendrocolaptes picumnus,transfasciatus,Dendrocolaptes picumnus transfasciatus,VU,TRUE,NA
Brasil,Dendrocolaptes retentus,NA,Dendrocolaptes retentus,VU,FALSE,NA
RJ,Dendrocygna bicolor,NA,Dendrocygna bicolor,VU,FALSE,NA
BA,Dendropsophus studerae,NA,Dendropsophus studerae,CR,FALSE,NA
Brasil,Dermochelys coriacea,NA,Dermochelys coriacea,CR,FALSE,NA
ES,Dermochelys coriacea,NA,Dermochelys coriacea,CR,FALSE,NA
RJ,Dermochelys coriacea,NA,Dermochelys coriacea,VU,FALSE,NA
SC,Dermochelys coriacea,NA,Dermochelys coriacea,CR,FALSE,NA
SP,Dermochelys coriacea,NA,Dermochelys coriacea,CR,FALSE,NA
SC,Desmophyllum dianthus,NA,Desmophyllum dianthus,CR,FALSE,NA
SC,Deuterodon longirostris,NA,Deuterodon longirostris,VU,FALSE,NA
SC,Deuterodon longirostris,NA,Deuterodon longirostris,VU,FALSE,NA
SC,Deuterodon rosae,NA,Deuterodon rosae,VU,FALSE,NA
SC,Deuterodon rosae,NA,Deuterodon rosae,VU,FALSE,NA
MG,Diaemus youngi,NA,Diaemus youngi,VU,FALSE,NA
RJ,Diaemus youngi,NA,Diaemus youngi,VU,FALSE,NA
ES,Dichotomius schiffleri,NA,Dichotomius schiffleri,CR,FALSE,NA
SP,Didemnum tetrahedrum,NA,Didemnum tetrahedrum,CR,FALSE,NA
SP,Dinoponera lucida,NA,Dinoponera lucida,VU,FALSE,NA
Brasil,Diomedea dabbenena,NA,Diomedea dabbenena,CR,FALSE,NA
SC,Diomedea dabbenena,NA,Diomedea dabbenena,CR,FALSE,NA
SP,Diomedea dabbenena,NA,Diomedea dabbenena,CR,FALSE,NA
Brasil,Diomedea epomophora,NA,Diomedea epomophora,VU,FALSE,NA
SC,Diomedea epomophora,NA,Diomedea epomophora,VU,FALSE,NA
Brasil,Diomedea exulans,NA,Diomedea exulans,CR,FALSE,NA
SC,Diomedea exulans,NA,Diomedea exulans,VU,FALSE,NA
SP,Diomedea exulans,NA,Diomedea exulans,CR,FALSE,NA
Brasil,Diomedea sanfordi,NA,Diomedea sanfordi,EN,FALSE,NA
SC,Diomedea sanfordi,NA,Diomedea sanfordi,EN,FALSE,NA
SC,Diopatra cuprea,NA,Diopatra cuprea,EN,FALSE,NA
SP,Diopatra cuprea,NA,Diopatra cuprea,VU,FALSE,NA
SC,Diphylla ecaudata,NA,Diphylla ecaudata,EN,FALSE,NA
SP,Diplodon caipira,NA,Diplodon caipira,EN,FALSE,NA
SP,Diplodon expanxus,NA,Diplodon expanxus,VU,FALSE,NA
SP,Diplodon fontainianus,NA,Diplodon fontainianus,EN,FALSE,NA
SP,Diplodon greeffeanus,NA,Diplodon greeffeanus,EN,FALSE,NA
SP,Diplodon rotundus,NA,Diplodon rotundus,EN,FALSE,NA
BA,Dipsas sazimai,NA,Dipsas sazimai,VU,FALSE,NA
Brasil,Discosura langsdorffi,langsdorffi,Discosura langsdorffi langsdorffi,EN,TRUE,NA
MG,Discosura langsdorffi,NA,Discosura langsdorffi,CR,FALSE,NA
